trial,line_length,stim_radius,stim_period,rating
317,60,150,200,11
318,60,300,150,0
319,120,150,150,8
320,30,300,200,0
321,150,200,200,18
322,90,300,25,11
323,120,350,25,25
324,30,250,100,4
325,150,350,200,5
326,90,350,25,4
327,120,200,150,3
328,60,150,50,2
329,30,350,50,2
330,90,300,150,1
331,60,250,200,2
332,30,300,150,1
333,150,350,25,70
334,90,350,100,9
335,120,150,25,82
336,30,150,100,2
337,150,300,50,14
338,30,200,200,4
339,150,200,25,91
340,90,250,50,16
341,150,250,200,17
342,90,250,150,16
343,60,350,50,2
344,120,300,200,7
345,30,200,150,0
346,60,150,25,95
347,90,150,150,81
348,90,250,200,10
349,120,300,100,9
350,30,350,150,0
351,120,150,50,44
352,150,200,50,18
353,120,300,50,5
354,60,200,50,27
355,90,250,100,17
356,120,250,150,17
357,120,350,150,15
358,30,150,25,80
359,150,250,100,15
360,120,150,200,35
361,150,150,200,33
362,60,250,25,5
363,30,350,100,3
364,60,200,150,6
365,120,350,50,3
366,60,300,200,4
367,60,200,100,6
368,150,350,150,3
369,90,150,200,24
370,30,200,25,2
371,60,350,200,3
372,30,300,50,15
373,150,300,200,6
374,90,150,100,8
