trial,line_length,stim_radius,stim_period,rating
317,120,250,50,54
318,30,350,50,22
319,120,350,150,4
320,120,200,150,9
321,150,200,200,17
322,120,250,25,68
323,30,200,100,7
324,150,200,25,76
325,150,200,50,77
326,30,250,150,22
327,30,200,150,22
328,120,350,50,71
329,120,150,50,71
330,150,250,100,22
331,150,250,25,73
332,120,150,25,92
333,120,200,100,40
334,30,350,100,35
335,150,250,200,15
336,150,150,150,24
337,30,300,200,33
338,30,150,150,42
339,90,350,100,45
340,30,300,50,61
341,30,350,200,50
342,90,200,25,83
343,90,300,100,28
344,90,150,100,67
345,60,150,100,60
346,30,300,150,33
347,150,250,150,22
348,30,200,200,22
349,120,200,50,75
350,30,150,100,41
351,30,350,25,75
352,60,350,50,48
353,30,250,50,65
354,30,250,200,22
355,60,250,200,30
356,150,250,50,75
357,30,150,25,85
358,90,200,50,56
359,90,150,25,78
360,120,300,50,57
361,60,250,150,34
362,150,300,150,30
363,120,250,200,25
364,30,150,50,47
365,60,200,150,63
366,120,350,25,78
367,150,350,25,78
368,60,350,150,22
369,120,350,100,34
370,60,200,25,90
371,150,350,150,15
372,90,200,200,6
373,60,200,50,66
374,90,350,200,18
