trial,line_length,stim_radius,stim_period,rating
317,150,200,50,95
318,30,250,100,1
319,120,250,50,3
320,60,300,150,5
321,60,350,50,2
322,90,350,150,50
323,150,150,150,90
324,30,150,50,3
325,120,150,150,88
326,90,200,50,84
327,30,250,25,4
328,30,300,150,3
329,60,300,50,3
330,120,300,25,6
331,60,150,25,4
332,150,200,150,90
333,120,250,200,77
334,150,250,50,94
335,60,350,200,1
336,90,150,50,89
337,90,150,25,70
338,60,200,150,7
339,90,300,200,51
340,150,350,100,82
341,120,150,200,94
342,150,150,100,96
343,90,350,100,64
344,60,150,100,73
345,120,150,100,97
346,120,350,150,74
347,30,300,25,1
348,120,300,50,5
349,150,350,50,5
350,120,200,150,79
351,30,250,150,2
352,120,350,50,38
353,30,200,50,3
354,90,150,150,84
355,120,300,150,92
356,60,200,200,66
357,60,350,150,4
358,30,150,150,3
359,120,150,50,75
360,30,350,200,2
361,150,300,50,50
362,120,300,200,71
363,150,150,200,94
364,150,250,25,51
365,60,300,25,2
366,60,350,25,6
367,90,200,200,81
368,90,300,100,67
369,90,150,200,92
370,30,250,50,3
371,30,200,150,3
372,60,250,25,4
373,120,250,25,28
374,120,200,25,29
