trial,line_length,stim_radius,stim_period,rating
317,60,350,150,4
318,150,200,200,58
319,120,200,50,100
320,150,250,150,41
321,150,200,150,33
322,90,150,100,7
323,30,150,50,38
324,120,200,100,43
325,120,150,25,100
326,90,200,200,60
327,120,250,150,41
328,90,250,200,39
329,90,150,25,95
330,120,350,25,69
331,120,350,50,64
332,30,250,200,30
333,150,250,200,28
334,90,200,25,57
335,30,150,150,37
336,90,250,100,10
337,60,350,200,38
338,90,350,25,58
339,120,150,150,58
340,60,200,25,34
341,120,150,50,30
342,60,350,50,49
343,120,200,25,88
344,60,150,150,18
345,60,250,200,38
346,120,200,200,65
347,30,150,100,25
348,90,250,25,31
349,150,300,150,43
350,60,150,50,36
351,30,250,100,24
352,120,200,150,42
353,60,300,25,70
354,60,200,50,43
355,120,300,25,76
356,150,150,200,25
357,30,300,200,4
358,90,200,50,54
359,60,250,25,46
360,150,300,25,84
361,150,150,100,42
362,60,200,100,49
363,30,350,25,49
364,90,300,25,47
365,120,350,100,52
366,90,150,150,4
367,150,200,25,78
368,120,250,50,67
369,60,250,100,43
370,90,350,50,46
371,30,350,150,25
372,30,300,50,50
373,150,300,200,13
374,30,350,200,3
