trial,line_length,stim_radius,stim_period,rating
317,90,350,50,31
318,150,150,100,66
319,120,150,150,59
320,150,350,50,39
321,30,350,200,10
322,150,250,200,57
323,30,150,150,30
324,120,300,25,11
325,30,300,100,21
326,90,200,150,58
327,90,300,150,16
328,150,300,25,24
329,30,200,200,9
330,120,200,200,50
331,120,200,150,49
332,60,250,25,13
333,60,250,100,26
334,90,250,50,32
335,30,150,25,5
336,90,250,100,15
337,60,150,25,6
338,90,150,150,53
339,120,250,150,40
340,90,150,50,50
341,90,300,25,29
342,150,200,100,59
343,30,250,150,11
344,60,350,200,8
345,60,350,50,15
346,90,300,100,12
347,60,150,150,40
348,30,250,100,12
349,120,250,25,26
350,90,200,25,14
351,30,150,100,15
352,150,350,200,18
353,30,350,100,6
354,150,200,200,50
355,30,200,50,9
356,30,150,200,33
357,60,300,50,6
358,60,300,100,27
359,30,200,100,24
360,90,150,25,33
361,60,150,50,36
362,60,200,50,31
363,120,150,50,48
364,120,350,150,22
365,90,350,200,19
366,60,150,100,45
367,120,200,50,50
368,60,300,25,14
369,120,150,100,56
370,30,350,50,12
371,90,250,200,17
372,90,150,200,55
373,150,250,50,56
374,90,200,100,37
