trial,line_length,stim_radius,stim_period,rating
317,30,250,150,37
318,60,200,25,39
319,120,250,100,29
320,60,350,50,26
321,30,150,200,37
322,120,350,200,21
323,90,300,25,45
324,120,150,50,29
325,60,200,50,34
326,30,250,200,28
327,150,150,200,51
328,90,200,100,50
329,150,250,100,51
330,150,250,50,48
331,120,200,25,8
332,60,300,100,34
333,120,300,50,50
334,60,150,200,42
335,60,300,25,64
336,90,150,50,36
337,60,200,100,60
338,30,250,25,16
339,120,150,200,69
340,30,200,25,36
341,120,250,25,38
342,90,150,150,62
343,90,250,150,49
344,150,200,150,63
345,30,150,50,52
346,30,350,150,40
347,150,350,200,46
348,90,350,150,42
349,150,200,200,49
350,60,350,150,57
351,30,200,100,32
352,90,200,25,42
353,60,250,50,55
354,150,200,100,45
355,60,150,25,73
356,60,300,200,46
357,120,300,200,37
358,90,350,100,37
359,90,250,25,49
360,150,150,50,44
361,150,200,50,43
362,150,250,200,48
363,120,350,100,44
364,150,300,100,56
365,150,250,25,56
366,60,350,200,49
367,30,150,150,48
368,60,300,50,49
369,150,300,50,48
370,30,300,50,56
371,30,300,150,56
372,90,200,200,80
373,150,200,25,38
374,120,150,150,73
