trial,line_length,stim_radius,stim_period,rating
317,150,150,100,21
318,60,250,50,0
319,30,250,25,0
320,150,250,25,12
321,30,350,100,0
322,150,200,200,20
323,150,350,200,8
324,150,300,200,21
325,120,350,25,21
326,120,300,100,33
327,60,350,200,11
328,150,200,25,22
329,90,350,100,17
330,60,150,150,13
331,60,200,150,23
332,150,250,150,29
333,90,200,25,12
334,120,250,100,30
335,60,350,150,9
336,30,200,200,0
337,150,300,100,26
338,60,250,25,0
339,30,150,25,2
340,150,350,50,7
341,30,200,50,5
342,60,200,200,31
343,90,200,150,42
344,60,150,50,29
345,150,200,150,52
346,120,300,50,25
347,90,350,50,6
348,60,300,25,7
349,30,150,50,9
350,150,150,200,21
351,60,200,50,9
352,150,300,150,19
353,90,150,25,21
354,90,300,25,7
355,30,300,50,0
356,90,200,200,36
357,120,200,25,22
358,120,200,50,12
359,30,200,25,19
360,120,150,200,45
361,90,250,150,46
362,120,250,25,13
363,120,350,200,26
364,90,150,200,39
365,30,250,200,3
366,150,150,150,29
367,30,300,25,0
368,30,250,50,1
369,120,350,50,0
370,30,150,200,0
371,150,350,25,5
372,90,250,25,2
373,60,300,200,7
374,120,300,25,8
