trial,line_length,stim_radius,stim_period,rating
317,90,150,150,50
318,150,200,100,62
319,90,350,100,49
320,90,250,200,38
321,60,250,200,19
322,120,200,150,55
323,150,300,25,9
324,60,200,200,55
325,90,300,100,36
326,150,250,200,53
327,60,200,50,13
328,120,200,50,49
329,150,300,100,62
330,90,350,150,33
331,30,200,150,14
332,60,150,200,43
333,90,350,50,5
334,150,300,150,55
335,150,350,200,23
336,30,300,100,0
337,150,150,100,81
338,120,300,50,55
339,150,350,100,37
340,60,200,150,17
341,60,300,150,29
342,30,250,50,1
343,30,350,100,0
344,120,350,100,42
345,60,150,50,21
346,30,150,25,0
347,120,150,50,55
348,150,150,150,60
349,120,150,25,14
350,60,250,25,3
351,30,300,50,0
352,90,300,50,31
353,60,350,100,10
354,120,350,25,22
355,30,250,150,1
356,30,300,200,0
357,30,200,50,0
358,30,200,100,6
359,90,200,150,65
360,120,250,100,64
361,150,300,200,63
362,60,200,100,19
363,150,250,50,84
364,90,250,25,10
365,30,350,150,0
366,60,350,25,1
367,120,200,100,83
368,30,150,50,4
369,150,350,150,77
370,60,150,100,52
371,90,150,50,53
372,120,150,150,91
373,90,150,200,94
374,120,300,25,6
375,150,150,50,43
376,120,150,50,59
377,150,200,50,69
378,150,250,100,48
379,60,200,100,40
380,60,350,150,7
381,150,350,150,7
382,30,350,100,0
383,90,300,150,33
384,90,300,100,26
385,90,250,150,55
386,90,150,200,81
387,120,350,25,14
388,30,200,25,1
389,90,150,150,61
390,150,250,25,4
391,90,250,100,56
392,90,250,200,46
393,150,300,200,53
394,60,150,100,30
395,120,150,150,100
396,150,250,50,50
397,30,350,150,0
398,90,200,200,61
399,90,200,50,43
400,150,250,150,74
401,150,300,150,51
402,150,200,150,80
403,30,250,25,0
404,120,250,200,27
405,30,350,200,0
406,60,200,25,6
407,120,200,100,67
408,60,150,150,42
409,90,350,150,31
410,150,300,25,22
411,30,300,50,6
412,90,300,25,8
413,30,300,25,0
414,60,250,200,20
415,60,150,25,6
416,90,350,25,11
417,30,300,150,2
418,90,200,25,6
419,90,150,50,57
420,150,200,100,72
421,150,300,100,64
422,150,350,25,30
423,120,150,25,9
424,120,250,150,58
425,30,200,200,22
426,60,150,200,34
427,120,300,200,47
428,30,200,100,0
429,30,150,50,0
430,30,350,25,0
431,60,200,150,52
432,30,300,200,10
433,150,350,200,69
434,150,150,25,1
435,120,250,25,24
436,60,350,200,5
437,90,150,100,77
438,30,350,50,0
439,120,250,100,68
440,30,250,50,0
441,120,200,150,68
442,150,200,200,86
443,60,300,150,17
444,30,300,100,13
445,90,300,50,33
446,90,200,100,35
447,90,250,25,29
448,60,300,100,12
449,60,300,200,3
450,90,300,200,34
451,30,150,150,7
452,30,250,150,2
453,120,300,150,50
454,150,150,150,98
455,120,300,50,42
456,90,150,25,11
457,120,150,100,66
458,150,350,100,57
459,30,150,100,9
460,60,250,50,13
461,90,350,50,15
462,60,150,50,24
463,120,250,50,22
464,120,350,50,39
465,60,300,25,3
466,90,350,100,39
467,150,150,200,94
468,120,300,100,66
469,90,200,150,35
470,30,150,200,12
471,150,150,100,87
472,150,250,200,35
473,60,250,25,1
474,90,350,200,39
475,120,200,25,1
476,60,250,150,18
477,30,250,100,0
478,120,150,200,61
479,60,350,50,5
480,120,300,25,6
481,60,300,50,0
482,60,250,100,25
483,90,250,50,41
484,120,350,200,38
485,150,200,25,4
486,60,200,50,25
487,60,200,200,32
488,120,350,150,48
489,120,200,200,59
490,30,200,50,1
491,60,350,100,11
492,150,300,50,54
493,120,350,100,25
494,120,200,50,46
495,60,350,25,0
496,150,350,50,16
497,30,250,200,1
498,30,200,150,1
499,30,150,25,0
